section,a,b,locus_overlap,reading_agreement,n_shared_concepts,n_comparable_claims
4,DaatChachamVatokan114,RAMBAN,0.037,,1,0
4,DaatChachamVatokan114,Rabenu_Bahayii,0.0317,0.0,2,2
4,DaatChachamVatokan114,Ricanati_Zicaron_aharon_ed,0.0,,0,0
4,DaatChachamVatokan114,SaportaOxford1645,0.0238,0.0,1,2
4,DaatChachamVatokan114,UnKnownEskorial,0.0,,0,0
4,IbnShuib,KenegedAsaraMaamaritLondon847,0.0217,,1,0
4,IbnShuib,KeterShemTov,0.0417,,2,0
4,IbnShuib,KeterShemTovMS_L,0.0385,,2,0
4,IbnShuib,Likutim_bhml_1978,0.2093,0.0,9,1
4,IbnShuib,MeiratEinayim,0.1167,0.0,14,9
4,IbnShuib,RAMBAN,0.2174,0.25,10,8
4,IbnShuib,Rabenu_Bahayii,0.1341,0.1429,11,7
4,IbnShuib,Ricanati_Zicaron_aharon_ed,0.0455,,2,0
4,IbnShuib,SaportaOxford1645,0.0758,0.0,5,1
4,IbnShuib,UnKnownEskorial,0.1379,0.25,8,8
4,KenegedAsaraMaamaritLondon847,KeterShemTov,0.1875,0.25,3,4
4,KenegedAsaraMaamaritLondon847,KeterShemTovMS_L,0.0455,0.0,1,2
4,KenegedAsaraMaamaritLondon847,Likutim_bhml_1978,0.0,,0,0
4,KenegedAsaraMaamaritLondon847,MeiratEinayim,0.051,0.4286,5,7
4,KenegedAsaraMaamaritLondon847,RAMBAN,0.0417,,1,0
4,KenegedAsaraMaamaritLondon847,Rabenu_Bahayii,0.069,0.0,4,4
4,KenegedAsaraMaamaritLondon847,Ricanati_Zicaron_aharon_ed,0.0,,0,0
4,KenegedAsaraMaamaritLondon847,SaportaOxford1645,0.0526,0.5,2,2
4,KenegedAsaraMaamaritLondon847,UnKnownEskorial,0.0294,,1,0
4,KeterShemTov,KeterShemTovMS_L,0.4444,0.375,8,8
4,KeterShemTov,Likutim_bhml_1978,0.0435,,1,0
4,KeterShemTov,MeiratEinayim,0.06,0.1429,6,7
4,KeterShemTov,RAMBAN,0.037,,1,0
4,KeterShemTov,Rabenu_Bahayii,0.0656,0.0,4,4
4,KeterShemTov,Ricanati_Zicaron_aharon_ed,0.125,,2,0
4,KeterShemTov,SaportaOxford1645,0.0238,0.0,1,1
4,KeterShemTov,UnKnownEskorial,0.027,,1,0
4,KeterShemTovMS_L,Likutim_bhml_1978,0.037,,1,0
4,KeterShemTovMS_L,MeiratEinayim,0.0577,0.0,6,11
4,KeterShemTovMS_L,RAMBAN,0.0323,,1,0
4,KeterShemTovMS_L,Rabenu_Bahayii,0.0615,0.0,4,5
4,KeterShemTovMS_L,Ricanati_Zicaron_aharon_ed,0.1,,2,0
4,KeterShemTovMS_L,SaportaOxford1645,0.0444,0.0,2,3
4,KeterShemTovMS_L,UnKnownEskorial,0.0244,,1,0
4,Likutim_bhml_1978,MeiratEinayim,0.0909,0.0,9,6
4,Likutim_bhml_1978,RAMBAN,0.1111,0.0,3,1
4,Likutim_bhml_1978,Rabenu_Bahayii,0.0635,0.0,4,1
4,Likutim_bhml_1978,Ricanati_Zicaron_aharon_ed,0.0526,,1,0
4,Likutim_bhml_1978,SaportaOxford1645,0.0714,0.0,3,1
4,Likutim_bhml_1978,UnKnownEskorial,0.1429,0.0,5,2
4,MeiratEinayim,RAMBAN,0.0667,0.5,7,2
4,MeiratEinayim,Rabenu_Bahayii,0.1374,0.0526,18,19
4,MeiratEinayim,Ricanati_Zicaron_aharon_ed,0.02,0.0,2,1
4,MeiratEinayim,SaportaOxford1645,0.1043,0.2143,12,14
4,MeiratEinayim,UnKnownEskorial,0.0609,0.0,7,1
4,RAMBAN,Rabenu_Bahayii,0.1094,0.2,7,5
4,RAMBAN,Ricanati_Zicaron_aharon_ed,0.0435,,1,0
4,RAMBAN,SaportaOxford1645,0.0889,0.0,4,1
4,RAMBAN,UnKnownEskorial,0.1579,1.0,6,3
4,Rabenu_Bahayii,Ricanati_Zicaron_aharon_ed,0.0,,0,0
4,Rabenu_Bahayii,SaportaOxford1645,0.0886,0.0,7,6
4,Rabenu_Bahayii,UnKnownEskorial,0.08,0.25,6,4
4,Ricanati_Zicaron_aharon_ed,SaportaOxford1645,0.0263,,1,0
4,Ricanati_Zicaron_aharon_ed,UnKnownEskorial,0.0303,,1,0
4,SaportaOxford1645,UnKnownEskorial,0.0536,0.0,3,1
5,DaatChachamVatokan107,DaatChachamVatokan114,0.2812,0.25,9,8
5,DaatChachamVatokan107,DaatChachamVatokan214,0.0312,,1,0
5,DaatChachamVatokan107,IbnShuib,0.0658,0.5,10,2
5,DaatChachamVatokan107,KenegedAsaraMaamaritLondon847,0.1562,0.0,5,8
5,DaatChachamVatokan107,KeterShemTov,0.04,,2,0
5,DaatChachamVatokan107,KeterShemTovMS_L,0.0741,,4,0
5,DaatChachamVatokan107,Likutim_bhml_1978,0.1017,0.0,6,2
5,DaatChachamVatokan107,MeiratEinayim,0.0707,0.0,7,7
5,DaatChachamVatokan107,RAMBAN,0.1,1.0,6,1
5,DaatChachamVatokan107,Rabenu_Bahayii,0.037,,2,0
5,DaatChachamVatokan107,Ricanati_Zicaron_aharon_ed,0.0548,0.5,4,2
5,DaatChachamVatokan107,SaportaOxford1645,0.0556,0.0,2,2
5,DaatChachamVatokan107,UnKnownEskorial,0.0189,,1,0
5,DaatChachamVatokan114,DaatChachamVatokan214,0.037,,1,0
5,DaatChachamVatokan114,IbnShuib,0.0329,,5,0
5,DaatChachamVatokan114,KenegedAsaraMaamaritLondon847,0.1429,0.0,4,5
5,DaatChachamVatokan114,KeterShemTov,0.093,0.5,4,2
5,DaatChachamVatokan114,KeterShemTovMS_L,0.0392,,2,0
5,DaatChachamVatokan114,Likutim_bhml_1978,0.0909,0.0,5,2
5,DaatChachamVatokan114,MeiratEinayim,0.0521,0.1667,5,6
5,DaatChachamVatokan114,RAMBAN,0.0517,,3,0
5,DaatChachamVatokan114,Rabenu_Bahayii,0.0851,,4,0
5,DaatChachamVatokan114,Ricanati_Zicaron_aharon_ed,0.0286,,2,0
5,DaatChachamVatokan114,SaportaOxford1645,0.1,0.0,3,4
5,DaatChachamVatokan114,UnKnownEskorial,0.0208,0.0,1,1
5,DaatChachamVatokan214,IbnShuib,0.0205,0.0,3,2
5,DaatChachamVatokan214,KenegedAsaraMaamaritLondon847,0.0435,,1,0
5,DaatChachamVatokan214,KeterShemTov,0.0263,,1,0
5,DaatChachamVatokan214,KeterShemTovMS_L,0.0227,,1,0
5,DaatChachamVatokan214,Likutim_bhml_1978,0.0196,,1,0
5,DaatChachamVatokan214,MeiratEinayim,0.022,,2,0
5,DaatChachamVatokan214,RAMBAN,0.0192,,1,0
5,DaatChachamVatokan214,Rabenu_Bahayii,0.0488,0.0,2,1
5,DaatChachamVatokan214,Ricanati_Zicaron_aharon_ed,0.0667,0.0,4,3
5,DaatChachamVatokan214,SaportaOxford1645,0.0417,,1,0
5,DaatChachamVatokan214,UnKnownEskorial,0.0,,0,0
5,IbnShuib,KenegedAsaraMaamaritLondon847,0.0268,0.0,4,1
5,IbnShuib,KeterShemTov,0.0633,0.1111,10,9
5,IbnShuib,KeterShemTovMS_L,0.0482,0.3333,8,3
5,IbnShuib,Likutim_bhml_1978,0.1529,0.1429,24,21
5,IbnShuib,MeiratEinayim,0.1269,0.0,25,33
5,IbnShuib,RAMBAN,0.1818,0.0962,28,52
5,IbnShuib,Rabenu_Bahayii,0.1026,0.0833,16,12
5,IbnShuib,Ricanati_Zicaron_aharon_ed,0.1488,0.0294,25,34
5,IbnShuib,SaportaOxford1645,0.0405,0.0,6,3
5,IbnShuib,UnKnownEskorial,0.0494,0.0,8,4
5,KenegedAsaraMaamaritLondon847,KeterShemTov,0.075,0.0,3,1
5,KenegedAsaraMaamaritLondon847,KeterShemTovMS_L,0.0426,,2,0
5,KenegedAsaraMaamaritLondon847,Likutim_bhml_1978,0.037,,2,0
5,KenegedAsaraMaamaritLondon847,MeiratEinayim,0.0543,0.125,5,8
5,KenegedAsaraMaamaritLondon847,RAMBAN,0.0962,,5,0
5,KenegedAsaraMaamaritLondon847,Rabenu_Bahayii,0.0217,,1,0
5,KenegedAsaraMaamaritLondon847,Ricanati_Zicaron_aharon_ed,0.0462,,3,0
5,KenegedAsaraMaamaritLondon847,SaportaOxford1645,0.16,0.5,4,2
5,KenegedAsaraMaamaritLondon847,UnKnownEskorial,0.0,,0,0
5,KeterShemTov,KeterShemTovMS_L,0.2308,0.5,12,4
5,KeterShemTov,Likutim_bhml_1978,0.0597,,4,0
5,KeterShemTov,MeiratEinayim,0.1429,0.0,14,15
5,KeterShemTov,RAMBAN,0.0746,0.0,5,2
5,KeterShemTov,Rabenu_Bahayii,0.069,0.0,4,1
5,KeterShemTov,Ricanati_Zicaron_aharon_ed,0.0779,0.0,6,1
5,KeterShemTov,SaportaOxford1645,0.1,,4,0
5,KeterShemTov,UnKnownEskorial,0.0169,,1,0
5,KeterShemTovMS_L,Likutim_bhml_1978,0.0845,0.0,6,1
5,KeterShemTovMS_L,MeiratEinayim,0.0926,0.0,10,9
5,KeterShemTovMS_L,RAMBAN,0.0685,0.0,5,2
5,KeterShemTovMS_L,Rabenu_Bahayii,0.0462,,3,0
5,KeterShemTovMS_L,Ricanati_Zicaron_aharon_ed,0.0471,,4,0
5,KeterShemTovMS_L,SaportaOxford1645,0.0,,0,0
5,KeterShemTovMS_L,UnKnownEskorial,0.0476,,3,0
5,Likutim_bhml_1978,MeiratEinayim,0.0965,0.0,11,9
5,Likutim_bhml_1978,RAMBAN,0.2319,0.5,16,4
5,Likutim_bhml_1978,Rabenu_Bahayii,0.0714,0.0,5,1
5,Likutim_bhml_1978,Ricanati_Zicaron_aharon_ed,0.1163,0.0,10,3
5,Likutim_bhml_1978,SaportaOxford1645,0.0755,0.0,4,1
5,Likutim_bhml_1978,UnKnownEskorial,0.1587,0.0,10,3
5,MeiratEinayim,RAMBAN,0.125,0.0667,14,15
5,MeiratEinayim,Rabenu_Bahayii,0.0642,0.25,7,4
5,MeiratEinayim,Ricanati_Zicaron_aharon_ed,0.123,0.0,15,10
5,MeiratEinayim,SaportaOxford1645,0.0769,0.0,7,5
5,MeiratEinayim,UnKnownEskorial,0.1068,0.0,11,7
5,RAMBAN,Rabenu_Bahayii,0.0556,0.0,4,2
5,RAMBAN,Ricanati_Zicaron_aharon_ed,0.2125,0.0909,17,22
5,RAMBAN,SaportaOxford1645,0.0943,0.0,5,1
5,RAMBAN,UnKnownEskorial,0.1212,0.0,8,6
5,Rabenu_Bahayii,Ricanati_Zicaron_aharon_ed,0.1299,0.0,10,7
5,Rabenu_Bahayii,SaportaOxford1645,0.0213,,1,0
5,Rabenu_Bahayii,UnKnownEskorial,0.0492,0.0,3,4
5,Ricanati_Zicaron_aharon_ed,SaportaOxford1645,0.0455,,3,0
5,Ricanati_Zicaron_aharon_ed,UnKnownEskorial,0.1039,0.0,8,5
5,SaportaOxford1645,UnKnownEskorial,0.0698,,3,0
6,Comment_a_shuib_Parma_68,DaatChachamVatokan107,0.0333,,1,0
6,Comment_a_shuib_Parma_68,DaatChachamVatokan114,0.0333,,1,0
6,Comment_a_shuib_Parma_68,IbnShuib,0.0,,0,0
6,Comment_a_shuib_Parma_68,KenegedAsaraMaamaritLondon847,0.0435,,2,0
6,Comment_a_shuib_Parma_68,KeterShemTov,0.0,,0,0
6,Comment_a_shuib_Parma_68,KeterShemTovMS_L,0.0149,,1,0
6,Comment_a_shuib_Parma_68,Likutim_bhml_1978,0.0,,0,0
6,Comment_a_shuib_Parma_68,MeiratEinayim,0.0174,,2,0
6,Comment_a_shuib_Parma_68,RAMBAN,0.0,,0,0
6,Comment_a_shuib_Parma_68,Rabenu_Bahayii,0.0,,0,0
6,Comment_a_shuib_Parma_68,Ricanati_Zicaron_aharon_ed,0.0132,,1,0
6,Comment_a_shuib_Parma_68,SaportaOxford1645,0.0,,0,0
6,Comment_a_shuib_Parma_68,UnKnownEskorial,0.0312,,1,0
6,DaatChachamVatokan107,DaatChachamVatokan114,0.2593,0.25,7,4
6,DaatChachamVatokan107,IbnShuib,0.0541,0.0,2,1
6,DaatChachamVatokan107,KenegedAsaraMaamaritLondon847,0.02,,1,0
6,DaatChachamVatokan107,KeterShemTov,0.0308,,2,0
6,DaatChachamVatokan107,KeterShemTovMS_L,0.029,,2,0
6,DaatChachamVatokan107,Likutim_bhml_1978,0.04,,1,0
6,DaatChachamVatokan107,MeiratEinayim,0.0256,,3,0
6,DaatChachamVatokan107,RAMBAN,0.0833,0.0,3,1
6,DaatChachamVatokan107,Rabenu_Bahayii,0.0286,0.0,2,1
6,DaatChachamVatokan107,Ricanati_Zicaron_aharon_ed,0.0667,0.0,5,3
6,DaatChachamVatokan107,SaportaOxford1645,0.0652,,3,0
6,DaatChachamVatokan107,UnKnownEskorial,0.0286,,1,0
6,DaatChachamVatokan114,IbnShuib,0.0541,,2,0
6,DaatChachamVatokan114,KenegedAsaraMaamaritLondon847,0.0408,,2,0
6,DaatChachamVatokan114,KeterShemTov,0.0469,0.0,3,2
6,DaatChachamVatokan114,KeterShemTovMS_L,0.0143,,1,0
6,DaatChachamVatokan114,Likutim_bhml_1978,0.0,,0,0
6,DaatChachamVatokan114,MeiratEinayim,0.0345,,4,0
6,DaatChachamVatokan114,RAMBAN,0.0541,,2,0
6,DaatChachamVatokan114,Rabenu_Bahayii,0.0,,0,0
6,DaatChachamVatokan114,Ricanati_Zicaron_aharon_ed,0.0256,,2,0
6,DaatChachamVatokan114,SaportaOxford1645,0.0208,,1,0
6,DaatChachamVatokan114,UnKnownEskorial,0.0588,,2,0
6,IbnShuib,KenegedAsaraMaamaritLondon847,0.0182,,1,0
6,IbnShuib,KeterShemTov,0.1429,0.0,9,8
6,IbnShuib,KeterShemTovMS_L,0.1176,0.0,8,7
6,IbnShuib,Likutim_bhml_1978,0.1923,0.3333,5,9
6,IbnShuib,MeiratEinayim,0.0776,0.1333,9,15
6,IbnShuib,RAMBAN,0.2222,0.25,8,12
6,IbnShuib,Rabenu_Bahayii,0.1159,0.0,8,10
6,IbnShuib,Ricanati_Zicaron_aharon_ed,0.1184,0.5,9,4
6,IbnShuib,SaportaOxford1645,0.0588,,3,0
6,IbnShuib,UnKnownEskorial,0.1081,0.0,4,4
6,KenegedAsaraMaamaritLondon847,KeterShemTov,0.05,0.0,4,2
6,KenegedAsaraMaamaritLondon847,KeterShemTovMS_L,0.0353,,3,0
6,KenegedAsaraMaamaritLondon847,Likutim_bhml_1978,0.0238,,1,0
6,KenegedAsaraMaamaritLondon847,MeiratEinayim,0.0379,0.0,5,2
6,KenegedAsaraMaamaritLondon847,RAMBAN,0.0566,0.0,3,1
6,KenegedAsaraMaamaritLondon847,Rabenu_Bahayii,0.023,,2,0
6,KenegedAsaraMaamaritLondon847,Ricanati_Zicaron_aharon_ed,0.0659,0.0,6,4
6,KenegedAsaraMaamaritLondon847,SaportaOxford1645,0.0154,,1,0
6,KenegedAsaraMaamaritLondon847,UnKnownEskorial,0.06,,3,0
6,KeterShemTov,KeterShemTovMS_L,0.3684,0.0769,28,39
6,KeterShemTov,Likutim_bhml_1978,0.0536,0.0,3,1
6,KeterShemTov,MeiratEinayim,0.0699,0.1111,10,9
6,KeterShemTov,RAMBAN,0.1613,0.0,10,5
6,KeterShemTov,Rabenu_Bahayii,0.0938,0.0,9,10
6,KeterShemTov,Ricanati_Zicaron_aharon_ed,0.2283,0.1154,21,26
6,KeterShemTov,SaportaOxford1645,0.0513,0.0,4,3
6,KeterShemTov,UnKnownEskorial,0.0952,0.0,6,1
6,KeterShemTovMS_L,Likutim_bhml_1978,0.05,0.0,3,1
6,KeterShemTovMS_L,MeiratEinayim,0.0608,0.0,9,5
6,KeterShemTovMS_L,RAMBAN,0.0857,0.0,6,3
6,KeterShemTovMS_L,Rabenu_Bahayii,0.0686,0.0,7,5
6,KeterShemTovMS_L,Ricanati_Zicaron_aharon_ed,0.17,0.0625,17,16
6,KeterShemTovMS_L,SaportaOxford1645,0.0617,0.0,5,4
6,KeterShemTovMS_L,UnKnownEskorial,0.058,0.0,4,1
6,Likutim_bhml_1978,MeiratEinayim,0.0566,0.1667,6,6
6,Likutim_bhml_1978,RAMBAN,0.1071,0.3333,3,3
6,Likutim_bhml_1978,Rabenu_Bahayii,0.0492,0.0,3,2
6,Likutim_bhml_1978,Ricanati_Zicaron_aharon_ed,0.0435,,3,0
6,Likutim_bhml_1978,SaportaOxford1645,0.0513,,2,0
6,Likutim_bhml_1978,UnKnownEskorial,0.037,,1,0
6,MeiratEinayim,RAMBAN,0.0417,0.25,5,4
6,MeiratEinayim,Rabenu_Bahayii,0.0604,0.0,9,7
6,MeiratEinayim,Ricanati_Zicaron_aharon_ed,0.0779,0.0,12,2
6,MeiratEinayim,SaportaOxford1645,0.0887,0.2,11,5
6,MeiratEinayim,UnKnownEskorial,0.0517,0.25,6,4
6,RAMBAN,Rabenu_Bahayii,0.1324,0.0,9,8
6,RAMBAN,Ricanati_Zicaron_aharon_ed,0.1486,0.1667,11,12
6,RAMBAN,SaportaOxford1645,0.0189,,1,0
6,RAMBAN,UnKnownEskorial,0.1389,0.5,5,2
6,Rabenu_Bahayii,Ricanati_Zicaron_aharon_ed,0.1028,0.0,11,8
6,Rabenu_Bahayii,SaportaOxford1645,0.061,,5,0
6,Rabenu_Bahayii,UnKnownEskorial,0.0882,0.1429,6,7
6,Ricanati_Zicaron_aharon_ed,SaportaOxford1645,0.0674,0.0,6,3
6,Ricanati_Zicaron_aharon_ed,UnKnownEskorial,0.0933,0.0,7,4
6,SaportaOxford1645,UnKnownEskorial,0.0408,,2,0
7_1,DaatChachamVatokan107,DaatChachamVatokan114,0.3429,0.3125,12,16
7_1,DaatChachamVatokan107,IbnShuib,0.0968,0.0,3,3
7_1,DaatChachamVatokan107,KenegedAsaraMaamaritLondon847,0.0606,,2,0
7_1,DaatChachamVatokan107,KeterShemTov,0.0909,0.0,3,1
7_1,DaatChachamVatokan107,KeterShemTovMS_L,0.0882,1.0,3,1
7_1,DaatChachamVatokan107,RAMBAN,0.129,0.25,4,4
7_1,DaatChachamVatokan107,Rabenu_Bahayii,0.0645,1.0,2,1
7_1,DaatChachamVatokan107,Ricanati_Zicaron_aharon_ed,0.0667,1.0,2,1
7_1,DaatChachamVatokan107,SaportaOxford1645,0.0625,0.0,2,1
7_1,DaatChachamVatokan107,UnKnownEskorial,0.0952,0.25,4,4
7_1,DaatChachamVatokan114,IbnShuib,0.129,0.0,4,2
7_1,DaatChachamVatokan114,KenegedAsaraMaamaritLondon847,0.0909,,3,0
7_1,DaatChachamVatokan114,KeterShemTov,0.0882,0.0,3,1
7_1,DaatChachamVatokan114,KeterShemTovMS_L,0.0857,0.5,3,2
7_1,DaatChachamVatokan114,RAMBAN,0.125,0.3333,4,3
7_1,DaatChachamVatokan114,Rabenu_Bahayii,0.0625,0.5,2,2
7_1,DaatChachamVatokan114,Ricanati_Zicaron_aharon_ed,0.0645,0.5,2,2
7_1,DaatChachamVatokan114,SaportaOxford1645,0.0606,0.0,2,1
7_1,DaatChachamVatokan114,UnKnownEskorial,0.1463,0.3333,6,3
7_1,IbnShuib,KenegedAsaraMaamaritLondon847,0.2105,0.0,4,3
7_1,IbnShuib,KeterShemTov,0.2,0.2,4,5
7_1,IbnShuib,KeterShemTovMS_L,0.1364,,3,0
7_1,IbnShuib,RAMBAN,0.2105,0.0,4,3
7_1,IbnShuib,Rabenu_Bahayii,0.1053,,2,0
7_1,IbnShuib,Ricanati_Zicaron_aharon_ed,0.1111,,2,0
7_1,IbnShuib,SaportaOxford1645,0.2222,0.0,4,3
7_1,IbnShuib,UnKnownEskorial,0.1724,1.0,5,1
7_1,KenegedAsaraMaamaritLondon847,KeterShemTov,0.1364,,3,0
7_1,KenegedAsaraMaamaritLondon847,KeterShemTovMS_L,0.0833,,2,0
7_1,KenegedAsaraMaamaritLondon847,RAMBAN,0.1429,,3,0
7_1,KenegedAsaraMaamaritLondon847,Rabenu_Bahayii,0.0476,,1,0
7_1,KenegedAsaraMaamaritLondon847,Ricanati_Zicaron_aharon_ed,0.05,,1,0
7_1,KenegedAsaraMaamaritLondon847,SaportaOxford1645,0.2105,,4,0
7_1,KenegedAsaraMaamaritLondon847,UnKnownEskorial,0.0938,,3,0
7_1,KeterShemTov,KeterShemTovMS_L,0.5,0.25,9,8
7_1,KeterShemTov,RAMBAN,0.1905,0.6667,4,3
7_1,KeterShemTov,Rabenu_Bahayii,0.15,0.5,3,2
7_1,KeterShemTov,Ricanati_Zicaron_aharon_ed,0.1579,0.5,3,2
7_1,KeterShemTov,SaportaOxford1645,0.1429,0.0,3,2
7_1,KeterShemTov,UnKnownEskorial,0.1613,0.0,5,3
7_1,KeterShemTovMS_L,RAMBAN,0.2381,0.25,5,4
7_1,KeterShemTovMS_L,Rabenu_Bahayii,0.2,1.0,4,2
7_1,KeterShemTovMS_L,Ricanati_Zicaron_aharon_ed,0.2105,1.0,4,2
7_1,KeterShemTovMS_L,SaportaOxford1645,0.087,,2,0
7_1,KeterShemTovMS_L,UnKnownEskorial,0.1935,0.25,6,4
7_1,RAMBAN,Rabenu_Bahayii,0.2222,0.3333,4,3
7_1,RAMBAN,Ricanati_Zicaron_aharon_ed,0.3125,0.25,5,4
7_1,RAMBAN,SaportaOxford1645,0.0952,,2,0
7_1,RAMBAN,UnKnownEskorial,0.2069,0.2,6,5
7_1,Rabenu_Bahayii,Ricanati_Zicaron_aharon_ed,0.2667,1.0,4,2
7_1,Rabenu_Bahayii,SaportaOxford1645,0.1053,,2,0
7_1,Rabenu_Bahayii,UnKnownEskorial,0.1,1.0,3,1
7_1,Ricanati_Zicaron_aharon_ed,SaportaOxford1645,0.1111,,2,0
7_1,Ricanati_Zicaron_aharon_ed,UnKnownEskorial,0.1429,1.0,4,1
7_1,SaportaOxford1645,UnKnownEskorial,0.0303,,1,0
7_2,DaatChachamVatokan114,IbnShuib,0.1613,0.5,5,2
7_2,DaatChachamVatokan114,KenegedAsaraMaamaritLondon847,0.3043,0.2,7,5
7_2,DaatChachamVatokan114,KeterShemTov,0.0769,,2,0
7_2,DaatChachamVatokan114,KeterShemTovMS_L,0.0811,,3,0
7_2,DaatChachamVatokan114,MeiratEinayim,0.1562,0.5,5,2
7_2,IbnShuib,KenegedAsaraMaamaritLondon847,0.0968,0.5,3,2
7_2,IbnShuib,KeterShemTov,0.1034,,3,0
7_2,IbnShuib,KeterShemTovMS_L,0.1579,0.5,6,2
7_2,IbnShuib,MeiratEinayim,0.1081,0.5,4,2
7_2,KenegedAsaraMaamaritLondon847,KeterShemTov,0.04,,1,0
7_2,KenegedAsaraMaamaritLondon847,KeterShemTovMS_L,0.0556,,2,0
7_2,KenegedAsaraMaamaritLondon847,MeiratEinayim,0.1667,1.0,5,2
7_2,KeterShemTov,KeterShemTovMS_L,0.3846,0.4,10,10
7_2,KeterShemTov,MeiratEinayim,0.1379,,4,0
7_2,KeterShemTovMS_L,MeiratEinayim,0.125,0.0,5,2
8,DaatChachamVatokan107,DaatChachamVatokan114,0.3111,0.1905,14,21
8,DaatChachamVatokan107,IbnShuib,0.1667,0.0,6,6
8,DaatChachamVatokan107,KenegedAsaraMaamaritLondon847,0.1,,3,0
8,DaatChachamVatokan107,KeterShemTov,0.0333,,1,0
8,DaatChachamVatokan107,KeterShemTovMS_L,0.0333,,1,0
8,DaatChachamVatokan107,Likutim_bhml_1978,0.125,0.0,4,4
8,DaatChachamVatokan107,MeiratEinayim,0.075,,3,0
8,DaatChachamVatokan107,RAMBAN,0.1,,3,0
8,DaatChachamVatokan107,Rabenu_Bahayii,0.119,0.0,5,3
8,DaatChachamVatokan114,IbnShuib,0.1277,0.1111,6,9
8,DaatChachamVatokan114,KenegedAsaraMaamaritLondon847,0.0476,,2,0
8,DaatChachamVatokan114,KeterShemTov,0.0,,0,0
8,DaatChachamVatokan114,KeterShemTovMS_L,0.0,,0,0
8,DaatChachamVatokan114,Likutim_bhml_1978,0.119,0.0,5,3
8,DaatChachamVatokan114,MeiratEinayim,0.08,0.0,4,1
8,DaatChachamVatokan114,RAMBAN,0.1,0.0,4,3
8,DaatChachamVatokan114,Rabenu_Bahayii,0.0943,0.0,5,7
8,IbnShuib,KenegedAsaraMaamaritLondon847,0.125,0.0,3,2
8,IbnShuib,KeterShemTov,0.087,,2,0
8,IbnShuib,KeterShemTovMS_L,0.087,,2,0
8,IbnShuib,Likutim_bhml_1978,0.3636,0.25,8,8
8,IbnShuib,MeiratEinayim,0.1562,0.0,5,3
8,IbnShuib,RAMBAN,0.125,0.0,3,3
8,IbnShuib,Rabenu_Bahayii,0.1081,0.0,4,1
8,KenegedAsaraMaamaritLondon847,KeterShemTov,0.1429,0.0,2,1
8,KenegedAsaraMaamaritLondon847,KeterShemTovMS_L,0.1429,0.0,2,1
8,KenegedAsaraMaamaritLondon847,Likutim_bhml_1978,0.1053,0.0,2,2
8,KenegedAsaraMaamaritLondon847,MeiratEinayim,0.0769,,2,0
8,KenegedAsaraMaamaritLondon847,RAMBAN,0.2857,1.0,4,2
8,KenegedAsaraMaamaritLondon847,Rabenu_Bahayii,0.1429,0.0,4,4
8,KeterShemTov,KeterShemTovMS_L,1.0,0.5,7,12
8,KeterShemTov,Likutim_bhml_1978,0.0556,,1,0
8,KeterShemTov,MeiratEinayim,0.0833,,2,0
8,KeterShemTov,RAMBAN,0.1429,0.0,2,1
8,KeterShemTov,Rabenu_Bahayii,0.0714,,2,0
8,KeterShemTovMS_L,Likutim_bhml_1978,0.0556,,1,0
8,KeterShemTovMS_L,MeiratEinayim,0.0833,,2,0
8,KeterShemTovMS_L,RAMBAN,0.1429,0.0,2,1
8,KeterShemTovMS_L,Rabenu_Bahayii,0.0714,,2,0
8,Likutim_bhml_1978,MeiratEinayim,0.1923,0.0,5,6
8,Likutim_bhml_1978,RAMBAN,0.1053,0.0,2,2
8,Likutim_bhml_1978,Rabenu_Bahayii,0.0606,1.0,2,1
8,MeiratEinayim,RAMBAN,0.0769,0.0,2,1
8,MeiratEinayim,Rabenu_Bahayii,0.0769,0.0,3,4
8,RAMBAN,Rabenu_Bahayii,0.0667,0.0,2,1
9,IbnShuib,KenegedAsaraMaamaritLondon847,0.2188,0.1667,7,6
9,IbnShuib,KeterShemTov,0.1379,0.0,4,3
9,IbnShuib,KeterShemTovMS_L,0.0968,0.0,3,1
9,IbnShuib,MeiratEinayim,0.1379,0.1667,8,6
9,IbnShuib,RAMBAN,0.1429,0.25,4,4
9,IbnShuib,Rabenu_Bahayii,0.1892,0.5,7,2
9,KenegedAsaraMaamaritLondon847,KeterShemTov,0.125,0.0,2,1
9,KenegedAsaraMaamaritLondon847,KeterShemTovMS_L,0.1875,0.0,3,1
9,KenegedAsaraMaamaritLondon847,MeiratEinayim,0.2143,0.1,9,10
9,KenegedAsaraMaamaritLondon847,RAMBAN,0.2143,0.5,3,2
9,KenegedAsaraMaamaritLondon847,Rabenu_Bahayii,0.2609,1.0,6,2
9,KeterShemTov,KeterShemTovMS_L,0.625,0.125,5,8
9,KeterShemTov,MeiratEinayim,0.0714,0.25,3,4
9,KeterShemTov,RAMBAN,0.2222,0.0,2,1
9,KeterShemTov,Rabenu_Bahayii,0.15,0.5,3,2
9,KeterShemTovMS_L,MeiratEinayim,0.122,0.3333,5,6
9,KeterShemTovMS_L,RAMBAN,0.2,0.0,2,1
9,KeterShemTovMS_L,Rabenu_Bahayii,0.0909,0.0,2,1
9,MeiratEinayim,RAMBAN,0.1282,0.5,5,6
9,MeiratEinayim,Rabenu_Bahayii,0.1429,0.1429,7,7
9,RAMBAN,Rabenu_Bahayii,0.2222,0.3333,4,3
